FEN: rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR, Games: 176, Wins: 83, Losses: 82, Draws: 11
FEN: 2kr3r/2p1n3/1p5p/p1p1pq1P/P4Pp1/1P1PB3/2P1Q1P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2kr3r/2p1n3/1p5p/p1p1p2q/P4Pp1/1P1PB3/2P1Q1P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2kr3r/2p1n3/1p5p/p1p1P2q/P5p1/1P1PB3/2P1Q1P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2kr3r/2p5/1p5p/p1p1Pn1q/P5p1/1P1PB3/2P1Q1P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2kr3r/2p5/1p5p/p1p1Pn1q/P4Bp1/1P1P4/2P1Q1P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2kr3r/2p5/1p5p/p1p1P2q/P2n1Bp1/1P1P4/2P1Q1P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2kr3r/2p5/1p5p/p1p1P2q/P2nQBp1/1P1P4/2P3P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k1r3r/2p5/1p5p/p1p1P2q/P2nQBp1/1P1P4/2P3P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k1r3r/2p5/1p5p/p1p1P2q/P2nQBp1/1PPP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k1r3r/2p5/1p2n2p/p1p1P2q/P3QBp1/1PPP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k1r3r/2p5/1p2n2p/p1p1P2q/PP2QBp1/2PP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k1r3r/2p5/1p2n2p/2p1P2q/Pp2QBp1/2PP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k1r3r/2p5/1p2n2p/P1p1P2q/1p2QBp1/2PP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k1r3r/2p5/4n2p/Ppp1P2q/1p2QBp1/2PP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k1r3r/2p5/P3n2p/1pp1P2q/1p2QBp1/2PP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k1r3r/8/P1p1n2p/1pp1P2q/1p2QBp1/2PP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k1r3r/8/P1Q1n2p/1pp1P2q/1p3Bp1/2PP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k5r/3r4/P1Q1n2p/1pp1P2q/1p3Bp1/2PP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 1k5r/3Q4/P3n2p/1pp1P2q/1p3Bp1/2PP4/6P1/R4RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1bqk2r/pp2ppbp/2n3pn/1B1pP3/3P4/2N2N2/PP3PPP/R1BQK2R, Games: 2, Wins: 1, Losses: 1, Draws: 0
FEN: r1bq1rk1/pp2ppbp/2n3pn/1B1pP3/3P4/2N2N2/PP3PPP/R1BQK2R, Games: 2, Wins: 1, Losses: 1, Draws: 0
FEN: r1bq1rk1/pp2ppbp/2n3pn/1B1pP3/3P4/2N2N2/PP3PPP/R1BQ1RK1, Games: 2, Wins: 1, Losses: 1, Draws: 0
FEN: r1bq1rk1/pp2p1bp/2n2ppn/1B1pP3/3P4/2N2N2/PP3PPP/R1BQ1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pp2p1bp/2n2Ppn/1B1p4/3P4/2N2N2/PP3PPP/R1BQ1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pp4bp/2n2ppn/1B1p4/3P4/2N2N2/PP3PPP/R1BQ1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pp4bp/2n2ppn/1B1p4/3P4/2N2N2/PP3PPP/R1BQR1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pp3nbp/2n2pp1/1B1p4/3P4/2N2N2/PP3PPP/R1BQR1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pp3nbp/2n2pp1/1B1p4/3P4/1QN2N2/PP3PPP/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/pp3nbp/2n2pp1/1B1p4/3P2b1/1QN2N2/PP3PPP/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/pp3nbp/2n2pp1/1B1N4/3P2b1/1Q3N2/PP3PPP/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/pp3nbp/2n2pp1/1B1N4/3P4/1Q3b2/PP3PPP/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/pp3nbp/2B2pp1/3N4/3P4/1Q3b2/PP3PPP/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/p4nbp/2p2pp1/3N4/3P4/1Q3b2/PP3PPP/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1rk1/p3Nnbp/2p2pp1/8/3P4/1Q3b2/PP3PPP/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1r1k/p3Nnbp/2p2pp1/8/3P4/1Q3b2/PP3PPP/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r2q1r1k/p3Nnbp/2p2pp1/8/3P4/1Q3P2/PP3P1P/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p3Nnbp/2p2pp1/8/3q4/1Q3P2/PP3P1P/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p4nbp/2N2pp1/8/3q4/1Q3P2/PP3P1P/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p4nbp/2N2pp1/8/7q/1Q3P2/PP3P1P/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p4nbp/2N1Qpp1/8/7q/5P2/PP3P1P/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p5bp/2N1Qpp1/6n1/7q/5P2/PP3P1P/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p5bp/2N2pp1/6n1/6Qq/5P2/PP3P1P/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p5bp/2N2pp1/8/6Qq/5P1n/PP3P1P/R1B1R1K1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p5bp/2N2pp1/8/6Qq/5P1n/PP3PKP/R1B1R3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p5bp/2N2pp1/8/6Q1/5P1n/PP3qKP/R1B1R3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p5bp/2N2pp1/8/6Q1/5P1K/PP3q1P/R1B1R3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p5bp/2N2pp1/8/6Q1/5P1K/PP5P/R1B1q3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p3N1bp/5pp1/8/6Q1/5P1K/PP5P/R1B1q3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r4r1k/p3q1bp/5pp1/8/6Q1/5P1K/PP5P/R1B5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnb1kbnr/pp2pppp/2p5/q7/3P4/2N2N2/PPP2PPP/R1BQKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1kb1r/pp2pppp/2p2n2/q7/3P4/2N2N2/PPP2PPP/R1BQKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1kb1r/pp2pppp/2p2n2/q7/2BP4/2N2N2/PPP2PPP/R1BQK2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1kb1r/pp3ppp/2p1pn2/q7/2BP4/2N2N2/PPP2PPP/R1BQK2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1kb1r/pp3ppp/2p1pn2/q7/2BP4/2N2N2/PPPB1PPP/R2QK2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1kb1r/pp3ppp/1qp1pn2/8/2BP4/2N2N2/PPPB1PPP/R2QK2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1kb1r/pp3ppp/1qp1pn2/8/3P4/1BN2N2/PPPB1PPP/R2QK2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1kb1r/pp1n1ppp/1qp1pn2/8/3P4/1BN2N2/PPPB1PPP/R2QK2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1kb1r/pp1n1ppp/1qp1pn2/8/3P4/1BN2N2/PPPB1PPP/R2Q1RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1k2r/pp1nbppp/1qp1pn2/8/3P4/1BN2N2/PPPB1PPP/R2Q1RK1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1k2r/pp1nbppp/1qp1pn2/8/3P4/1BN2N2/PPPB1PPP/R2QR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/pp1nbppp/1qp1pn2/8/3P4/1BN2N2/PPPB1PPP/R2QR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/pp1nbppp/1qp1pn2/8/3P4/1BN2N1P/PPPB1PP1/R2QR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/pp1nbpp1/1qp1pn1p/8/3P4/1BN2N1P/PPPB1PP1/R2QR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/pp1nbpp1/1qp1pn1p/8/3P4/PBN2N1P/1PPB1PP1/R2QR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/pp1nbpp1/1qp1pn1p/8/3P4/PBN2N1P/1PPB1PP1/R2QR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/pp1nbpp1/1qp1pn1p/8/N2P4/PB3N1P/1PPB1PP1/R2QR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/ppqnbpp1/2p1pn1p/8/N2P4/PB3N1P/1PPB1PP1/R2QR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/ppqnbpp1/2p1pn1p/8/N2P4/PB3N1P/1PPB1PP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/p1qnbpp1/2p1pn1p/1p6/N2P4/PB3N1P/1PPB1PP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/p1qnbpp1/2p1pn1p/1p6/3P4/PBN2N1P/1PPB1PP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/2qnbpp1/2p1pn1p/pp6/3P4/PBN2N1P/1PPB1PP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/2qnbpp1/2p1pn1p/pp6/3P4/PB3N1P/1PPBNPP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/2qnbpp1/2p1pn1p/p7/1p1P4/PB3N1P/1PPBNPP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/2qnbpp1/2p1pn1p/p7/1P1P4/1B3N1P/1PPBNPP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/2qnbpp1/2p1pn1p/8/1p1P4/1B3N1P/1PPBNPP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/2qnbpp1/2p1pn1p/8/1p1P1B2/1B3N1P/1PP1NPP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/2qn1pp1/2pbpn1p/8/1p1P1B2/1B3N1P/1PP1NPP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/2qn1pp1/2pBpn1p/8/1p1P4/1B3N1P/1PP1NPP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/3n1pp1/2pqpn1p/8/1p1P4/1B3N1P/1PP1NPP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1r1k1/3n1pp1/2pqpn1p/8/1p1P4/1B3NNP/1PP2PP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r3r1k1/1b1n1pp1/2pqpn1p/8/1p1P4/1B3NNP/1PP2PP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r3r1k1/1b1n1pp1/2pqpn1p/4N3/1p1P4/1B4NP/1PP2PP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/1b1n1pp1/2pqpn1p/4N3/1p1P4/1B4NP/1PP2PP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/1b1n1pp1/2pqpn1p/8/1pNP4/1B4NP/1PP2PP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/1bqn1pp1/2p1pn1p/8/1pNP4/1B4NP/1PP2PP1/2RQR1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/1bqn1pp1/2p1pn1p/8/1pNP4/1B4NP/1PP1QPP1/2R1R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/1bqn1pp1/4pn1p/2p5/1pNP4/1B4NP/1PP1QPP1/2R1R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/1bqn1pp1/4pn1p/2p5/1pNP4/1BP3NP/1P2QPP1/2R1R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/1bqn1pp1/4pn1p/8/1pNp4/1BP3NP/1P2QPP1/2R1R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/1bqn1pp1/4pn1p/8/1pNP4/1B4NP/1P2QPP1/2R1R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/2qn1pp1/b3pn1p/8/1pNP4/1B4NP/1P2QPP1/2R1R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/2qn1pp1/b3pn1p/8/1pNP4/1B4NP/1P1Q1PP1/2R1R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/2qn1pp1/4pn1p/8/1pbP4/1B4NP/1P1Q1PP1/2R1R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/2qn1pp1/4pn1p/8/1pRP4/1B4NP/1P1Q1PP1/4R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/3qpn1p/8/1pRP4/1B4NP/1P1Q1PP1/4R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/3qpn1p/8/1QRP4/1B4NP/1P3PP1/4R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/q3pn1p/8/1QRP4/1B4NP/1P3PP1/4R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/q3pn1p/8/Q1RP4/1B4NP/1P3PP1/4R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/3qpn1p/8/Q1RP4/1B4NP/1P3PP1/4R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/2Rqpn1p/8/Q2P4/1B4NP/1P3PP1/4R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/2R1pn1p/8/Q2P1q2/1B4NP/1P3PP1/4R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/2R1pn1p/8/Q2P1q2/1B5P/1P2NPP1/4R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/2R1pn1p/8/Q2P4/1B5P/1P1qNPP1/4R1K1, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/2R1pn1p/8/Q2P4/1B5P/1P1qNPP1/4RK2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/2R1pn1p/8/Q2P4/1B5P/1q2NPP1/4RK2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/3n1pp1/4pn1p/8/Q2P4/1B5P/1qR1NPP1/4RK2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rr1k1/5pp1/1n2pn1p/8/Q2P4/1B5P/1qR1NPP1/4RK2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 3rQ1k1/5pp1/1n2pn1p/8/3P4/1B5P/1qR1NPP1/4RK2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 4r1k1/5pp1/1n2pn1p/8/3P4/1B5P/1qR1NPP1/4RK2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 4r1k1/5pp1/1n2pn1p/8/3P4/1B5P/1R2NPP1/4RK2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 4r1k1/5pp1/4pn1p/3n4/3P4/1B5P/1R2NPP1/4RK2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 4r1k1/5pp1/4pn1p/3n4/3P4/1B5P/1R2NPP1/R4K2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 4r3/5ppk/4pn1p/3n4/3P4/1B5P/1R2NPP1/R4K2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 4r3/5ppk/4pn1p/3n4/3P4/7P/1RB1NPP1/R4K2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 4r3/5p1k/4pnpp/3n4/3P4/7P/1RB1NPP1/R4K2, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 4r3/5p1k/4pnpp/3n4/3P4/7P/1RB1NPP1/R3K3, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2r5/5p1k/4pnpp/3n4/3P4/7P/1RB1NPP1/R3K3, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2r5/5p1k/4pnpp/3n4/3P4/7P/1RBKNPP1/R7, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2r5/5pk1/4pnpp/3n4/3P4/7P/1RBKNPP1/R7, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2r5/5pk1/4pnpp/3n4/3P4/6PP/1RBKNP2/R7, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2r5/5pk1/4pnp1/3n3p/3P4/6PP/1RBKNP2/R7, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2r5/5pk1/4pnp1/3n3p/3P4/1B4PP/1R1KNP2/R7, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2r5/5pk1/4pnp1/7p/1n1P4/1B4PP/1R1KNP2/R7, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 2r5/R4pk1/4pnp1/7p/1n1P4/1B4PP/1R1KNP2/8, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 8/R4pk1/2r1pnp1/7p/1n1P4/1B4PP/1R1KNP2/8, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 8/R4pk1/2r1Bnp1/7p/1n1P4/6PP/1R1KNP2/8, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 8/R4pk1/4rnp1/7p/1n1P4/6PP/1R1KNP2/8, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: 8/R4pk1/4rnp1/7p/1R1P4/6PP/3KNP2/8, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1k1nr/pp2ppbp/6p1/2pq4/3P4/2P1BN2/PP3PPP/RN1QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1k1nr/pp2ppbp/6p1/3q4/3p4/2P1BN2/PP3PPP/RN1QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1k1nr/pp2ppbp/6p1/3q4/3P4/4BN2/PP3PPP/RN1QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1k1nr/pp3pbp/4p1p1/3q4/3P4/4BN2/PP3PPP/RN1QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnb1k1nr/pp3pbp/4p1p1/3q4/3P4/2N1BN2/PP3PPP/R2QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnbqk1nr/pp3pbp/4p1p1/8/3P4/2N1BN2/PP3PPP/R2QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnbqk1nr/pp3pbp/4p1p1/4N3/3P4/2N1B3/PP3PPP/R2QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnbqk2r/pp3pbp/4pnp1/4N3/3P4/2N1B3/PP3PPP/R2QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnbqk2r/pp3pbp/4pnp1/4N3/3P3P/2N1B3/PP3PP1/R2QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnbqk2r/pp3pb1/4pnp1/4N2p/3P3P/2N1B3/PP3PP1/R2QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnbqk2r/pp3pb1/4pnp1/4N1Bp/3P3P/2N5/PP3PP1/R2QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnbq1rk1/pp3pb1/4pnp1/4N1Bp/3P3P/2N5/PP3PP1/R2QKB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: rnbq1rk1/pp3pb1/4pnp1/4N1Bp/3P3P/2N2Q2/PP3PP1/R3KB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1bq1rk1/pp3pb1/2n1pnp1/4N1Bp/3P3P/2N2Q2/PP3PP1/R3KB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1bq1rk1/pp3pb1/2n1pnp1/4N1Bp/3P3P/2N2Q2/PP3PP1/2KR1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1bq1rk1/pp3pb1/4pnp1/4N1Bp/1n1P3P/2N2Q2/PP3PP1/2KR1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1bq1rk1/pp3pb1/4pnp1/4N1Bp/1n1P2PP/2N2Q2/PP3P2/2KR1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/ppq2pb1/4pnp1/4N1Bp/1n1P2PP/2N2Q2/PP3P2/2KR1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/ppq2pb1/4pBp1/4N2p/1n1P2PP/2N2Q2/PP3P2/2KR1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/ppq2p2/4pbp1/4N2p/1n1P2PP/2N2Q2/PP3P2/2KR1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/ppq2p2/4pQp1/4N2p/1n1P2PP/2N5/PP3P2/2KR1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/ppq2p2/4pQp1/4N2p/3P2PP/2N5/nP3P2/2KR1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/ppq2p2/4pQp1/4N2p/3P2PP/2N5/nPK2P2/3R1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/ppq2p2/4pQp1/4N2p/3P2PP/2n5/1PK2P2/3R1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/ppq2p2/4pQp1/4N2p/3P2PP/2P5/2K2P2/3R1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/ppq2p2/4pQp1/4N3/3P2pP/2P5/2K2P2/3R1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b2rk1/ppq2p2/4pQp1/4N2P/3P2p1/2P5/2K2P2/3R1B1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1k1r1/p1q1np1Q/1pn1p3/3pP3/5P1P/P1p5/2P1N1P1/R1B1KB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r1b1k1r1/p1q1np1Q/1pn1p3/3pP2P/5P2/P1p5/2P1N1P1/R1B1KB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r3k1r1/p1q1np1Q/bpn1p3/3pP2P/5P2/P1p5/2P1N1P1/R1B1KB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r3k1r1/p1q1np1Q/bpn1p2P/3pP3/5P2/P1p5/2P1N1P1/R1B1KB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r3k1r1/p1q1np1Q/1pn1p2P/3pP3/5P2/P1p5/2P1b1P1/R1B1KB1R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r3k1r1/p1q1np1Q/1pn1p2P/3pP3/5P2/P1p5/2P1B1P1/R1B1K2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r3k3/p1q1np1Q/1pn1p2P/3pP3/5P2/P1p5/2P1B1r1/R1B1K2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r3k2Q/p1q1np2/1pn1p2P/3pP3/5P2/P1p5/2P1B1r1/R1B1K2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: r6Q/p1qknp2/1pn1p2P/3pP3/5P2/P1p5/2P1B1r1/R1B1K2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: Q7/p1qknp2/1pn1p2P/3pP3/5P2/P1p5/2P1B1r1/R1B1K2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: Q7/p1qknp2/1p2p2P/3pP3/3n1P2/P1p5/2P1B1r1/R1B1K2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: Q7/p1qknp1P/1p2p3/3pP3/3n1P2/P1p5/2P1B1r1/R1B1K2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: Q7/p1qknp1P/1p2p3/3pP3/3n1P2/P1p5/2P1r3/R1B1K2R, Games: 1, Wins: 1, Losses: 0, Draws: 0
FEN: Q7/p1qknp1P/1p2p3/3pP3/3n1P2/P1p5/2P1r3/R1BK3R, Games: 1, Wins: 1, Losses: 0, Draws: 0
